SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,10/09/18,13:40,103350.0000000,103350.0000000,103340.0000000,103350.0000000,20	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,13:41,103350.0000000,103350.0000000,103350.0000000,103350.0000000,28	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,13:42,103310.0000000,103370.0000000,103310.0000000,103340.0000000,7	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,13:43,103340.0000000,103340.0000000,103290.0000000,103290.0000000,41	103340.00000	103340,00000	103340																		
SPFB.RTS-12.18,1,10/09/18,13:44,103280.0000000,103280.0000000,103210.0000000,103240.0000000,14	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,13:45,103220.0000000,103220.0000000,103170.0000000,103170.0000000,20	103220.00000	103220,00000	103220																		
SPFB.RTS-12.18,1,10/09/18,13:46,103170.0000000,103220.0000000,103170.0000000,103220.0000000,13	103170.00000	103170,00000	103170																		
SPFB.RTS-12.18,1,10/09/18,13:47,103240.0000000,103240.0000000,103180.0000000,103180.0000000,7	103240.00000	103240,00000	103240																		
SPFB.RTS-12.18,1,10/09/18,13:48,103160.0000000,103160.0000000,103100.0000000,103120.0000000,51	103160.00000	103160,00000	103160																		
SPFB.RTS-12.18,1,10/09/18,13:49,103150.0000000,103160.0000000,103150.0000000,103160.0000000,9	103150.00000	103150,00000	103150																		
SPFB.RTS-12.18,1,10/09/18,13:50,103180.0000000,103180.0000000,103170.0000000,103170.0000000,3	103180.00000	103180,00000	103180																		
SPFB.RTS-12.18,1,10/09/18,13:51,103160.0000000,103160.0000000,103080.0000000,103100.0000000,102	103160.00000	103160,00000	103160																		
SPFB.RTS-12.18,1,10/09/18,13:52,103100.0000000,103160.0000000,103100.0000000,103160.0000000,8	103100.00000	103100,00000	103100																		
SPFB.RTS-12.18,1,10/09/18,13:53,103180.0000000,103200.0000000,103180.0000000,103200.0000000,5	103180.00000	103180,00000	103180																		
SPFB.RTS-12.18,1,10/09/18,13:54,103190.0000000,103190.0000000,103170.0000000,103170.0000000,8	103190.00000	103190,00000	103190																		
SPFB.RTS-12.18,1,10/09/18,13:55,103160.0000000,103300.0000000,103160.0000000,103300.0000000,22	103160.00000	103160,00000	103160																		
SPFB.RTS-12.18,1,10/09/18,13:56,103290.0000000,103300.0000000,103290.0000000,103300.0000000,6	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,13:57,103300.0000000,103320.0000000,103300.0000000,103320.0000000,6	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,13:59,103320.0000000,103340.0000000,103320.0000000,103340.0000000,3	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,14:00,103320.0000000,103330.0000000,103320.0000000,103330.0000000,14	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,14:06,103280.0000000,103280.0000000,103200.0000000,103230.0000000,4	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,14:07,103220.0000000,103220.0000000,103200.0000000,103200.0000000,3	103220.00000	103220,00000	103220																		
SPFB.RTS-12.18,1,10/09/18,14:08,103160.0000000,103160.0000000,103160.0000000,103160.0000000,1	103160.00000	103160,00000	103160																		
SPFB.RTS-12.18,1,10/09/18,14:09,103150.0000000,103170.0000000,103130.0000000,103170.0000000,8	103150.00000	103150,00000	103150																		
SPFB.RTS-12.18,1,10/09/18,14:10,103190.0000000,103200.0000000,103180.0000000,103180.0000000,12	103190.00000	103190,00000	103190																		
SPFB.RTS-12.18,1,10/09/18,14:11,103170.0000000,103170.0000000,103170.0000000,103170.0000000,1	103170.00000	103170,00000	103170																		
SPFB.RTS-12.18,1,10/09/18,14:12,103210.0000000,103210.0000000,103210.0000000,103210.0000000,1	103210.00000	103210,00000	103210																		
SPFB.RTS-12.18,1,10/09/18,14:14,103250.0000000,103260.0000000,103250.0000000,103260.0000000,4	103250.00000	103250,00000	103250																		
SPFB.RTS-12.18,1,10/09/18,14:15,103210.0000000,103210.0000000,103210.0000000,103210.0000000,43	103210.00000	103210,00000	103210																		
SPFB.RTS-12.18,1,10/09/18,14:16,103220.0000000,103240.0000000,103220.0000000,103240.0000000,3	103220.00000	103220,00000	103220																		
SPFB.RTS-12.18,1,10/09/18,14:17,103250.0000000,103250.0000000,103210.0000000,103240.0000000,6	103250.00000	103250,00000	103250																		
SPFB.RTS-12.18,1,10/09/18,14:18,103230.0000000,103230.0000000,103230.0000000,103230.0000000,2	103230.00000	103230,00000	103230																		
SPFB.RTS-12.18,1,10/09/18,14:19,103290.0000000,103290.0000000,103280.0000000,103280.0000000,2	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,14:20,103280.0000000,103280.0000000,103280.0000000,103280.0000000,1	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,14:21,103240.0000000,103240.0000000,103240.0000000,103240.0000000,2	103240.00000	103240,00000	103240																		
SPFB.RTS-12.18,1,10/09/18,14:22,103230.0000000,103230.0000000,103200.0000000,103200.0000000,7	103230.00000	103230,00000	103230																		
SPFB.RTS-12.18,1,10/09/18,14:25,103290.0000000,103290.0000000,103290.0000000,103290.0000000,4	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,14:26,103290.0000000,103290.0000000,103280.0000000,103280.0000000,3	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,14:27,103280.0000000,103280.0000000,103280.0000000,103280.0000000,4	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,14:28,103190.0000000,103200.0000000,103190.0000000,103200.0000000,4	103190.00000	103190,00000	103190																		
SPFB.RTS-12.18,1,10/09/18,14:29,103200.0000000,103200.0000000,103200.0000000,103200.0000000,1	103200.00000	103200,00000	103200																		
SPFB.RTS-12.18,1,10/09/18,14:31,103150.0000000,103150.0000000,103080.0000000,103120.0000000,9	103150.00000	103150,00000	103150																		
SPFB.RTS-12.18,1,10/09/18,14:32,103100.0000000,103140.0000000,103080.0000000,103140.0000000,24	103100.00000	103100,00000	103100																		
SPFB.RTS-12.18,1,10/09/18,14:35,103170.0000000,103190.0000000,103170.0000000,103190.0000000,5	103170.00000	103170,00000	103170																		
SPFB.RTS-12.18,1,10/09/18,14:37,103210.0000000,103210.0000000,103210.0000000,103210.0000000,1	103210.00000	103210,00000	103210																		
SPFB.RTS-12.18,1,10/09/18,14:38,103220.0000000,103220.0000000,103220.0000000,103220.0000000,5	103220.00000	103220,00000	103220																		
SPFB.RTS-12.18,1,10/09/18,14:40,103180.0000000,103180.0000000,103180.0000000,103180.0000000,2	103180.00000	103180,00000	103180																		
SPFB.RTS-12.18,1,10/09/18,14:42,103190.0000000,103220.0000000,103190.0000000,103220.0000000,8	103190.00000	103190,00000	103190																		
SPFB.RTS-12.18,1,10/09/18,14:44,103230.0000000,103230.0000000,103230.0000000,103230.0000000,2	103230.00000	103230,00000	103230																		
SPFB.RTS-12.18,1,10/09/18,14:45,103260.0000000,103390.0000000,103260.0000000,103390.0000000,35	103260.00000	103260,00000	103260																		
SPFB.RTS-12.18,1,10/09/18,14:46,103380.0000000,103380.0000000,103380.0000000,103380.0000000,2	103380.00000	103380,00000	103380																		
SPFB.RTS-12.18,1,10/09/18,14:47,103390.0000000,103400.0000000,103370.0000000,103370.0000000,10	103390.00000	103390,00000	103390																		
SPFB.RTS-12.18,1,10/09/18,14:48,103350.0000000,103350.0000000,103350.0000000,103350.0000000,5	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,14:49,103360.0000000,103360.0000000,103360.0000000,103360.0000000,1	103360.00000	103360,00000	103360																		
SPFB.RTS-12.18,1,10/09/18,14:51,103370.0000000,103370.0000000,103370.0000000,103370.0000000,2	103370.00000	103370,00000	103370																		
SPFB.RTS-12.18,1,10/09/18,14:53,103370.0000000,103370.0000000,103340.0000000,103340.0000000,5	103370.00000	103370,00000	103370																		
SPFB.RTS-12.18,1,10/09/18,14:54,103380.0000000,103380.0000000,103380.0000000,103380.0000000,1	103380.00000	103380,00000	103380																		
SPFB.RTS-12.18,1,10/09/18,14:55,103380.0000000,103380.0000000,103360.0000000,103360.0000000,7	103380.00000	103380,00000	103380																		
SPFB.RTS-12.18,1,10/09/18,14:57,103330.0000000,103330.0000000,103320.0000000,103320.0000000,9	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,14:58,103310.0000000,103310.0000000,103300.0000000,103300.0000000,4	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,14:59,103310.0000000,103330.0000000,103310.0000000,103330.0000000,2	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:00,103300.0000000,103310.0000000,103300.0000000,103310.0000000,3	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:02,103330.0000000,103330.0000000,103330.0000000,103330.0000000,4	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,15:04,103340.0000000,103350.0000000,103340.0000000,103350.0000000,2	103340.00000	103340,00000	103340																		
SPFB.RTS-12.18,1,10/09/18,15:05,103340.0000000,103340.0000000,103340.0000000,103340.0000000,2	103340.00000	103340,00000	103340																		
SPFB.RTS-12.18,1,10/09/18,15:08,103320.0000000,103320.0000000,103320.0000000,103320.0000000,3	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,15:09,103320.0000000,103320.0000000,103320.0000000,103320.0000000,1	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,15:10,103350.0000000,103350.0000000,103350.0000000,103350.0000000,1	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,15:11,103350.0000000,103360.0000000,103350.0000000,103360.0000000,3	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,15:13,103340.0000000,103340.0000000,103340.0000000,103340.0000000,2	103340.00000	103340,00000	103340																		
SPFB.RTS-12.18,1,10/09/18,15:14,103320.0000000,103320.0000000,103320.0000000,103320.0000000,1	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,15:15,103350.0000000,103350.0000000,103350.0000000,103350.0000000,1	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,15:20,103300.0000000,103300.0000000,103300.0000000,103300.0000000,3	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:21,103310.0000000,103310.0000000,103310.0000000,103310.0000000,5	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:22,103300.0000000,103300.0000000,103290.0000000,103290.0000000,2	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:23,103300.0000000,103300.0000000,103300.0000000,103300.0000000,2	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:24,103330.0000000,103330.0000000,103330.0000000,103330.0000000,1	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,15:25,103310.0000000,103310.0000000,103310.0000000,103310.0000000,1	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:26,103280.0000000,103280.0000000,103280.0000000,103280.0000000,2	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,15:27,103290.0000000,103290.0000000,103280.0000000,103280.0000000,4	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,15:28,103290.0000000,103290.0000000,103280.0000000,103280.0000000,2	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,15:30,103290.0000000,103300.0000000,103290.0000000,103300.0000000,4	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,15:33,103310.0000000,103310.0000000,103310.0000000,103310.0000000,1	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:35,103310.0000000,103320.0000000,103310.0000000,103320.0000000,5	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:40,103340.0000000,103340.0000000,103310.0000000,103310.0000000,13	103340.00000	103340,00000	103340																		
SPFB.RTS-12.18,1,10/09/18,15:43,103300.0000000,103300.0000000,103300.0000000,103300.0000000,21	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:44,103300.0000000,103300.0000000,103300.0000000,103300.0000000,8	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:46,103300.0000000,103300.0000000,103260.0000000,103290.0000000,9	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,15:49,103330.0000000,103330.0000000,103330.0000000,103330.0000000,1	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,15:51,103310.0000000,103310.0000000,103310.0000000,103310.0000000,1	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:52,103310.0000000,103310.0000000,103310.0000000,103310.0000000,7	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,15:53,103280.0000000,103280.0000000,103280.0000000,103280.0000000,10	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,15:57,103260.0000000,103280.0000000,103260.0000000,103280.0000000,2	103260.00000	103260,00000	103260																		
SPFB.RTS-12.18,1,10/09/18,15:58,103290.0000000,103290.0000000,103290.0000000,103290.0000000,1	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,15:59,103280.0000000,103280.0000000,103280.0000000,103280.0000000,4	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,16:01,103280.0000000,103330.0000000,103280.0000000,103330.0000000,10	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,16:03,103350.0000000,103480.0000000,103350.0000000,103450.0000000,27	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:04,103490.0000000,103490.0000000,103420.0000000,103420.0000000,5	103490.00000	103490,00000	103490																		
SPFB.RTS-12.18,1,10/09/18,16:05,103460.0000000,103460.0000000,103370.0000000,103370.0000000,7	103460.00000	103460,00000	103460																		
SPFB.RTS-12.18,1,10/09/18,16:13,103360.0000000,103360.0000000,103350.0000000,103360.0000000,3	103360.00000	103360,00000	103360																		
SPFB.RTS-12.18,1,10/09/18,16:14,103360.0000000,103360.0000000,103330.0000000,103350.0000000,11	103360.00000	103360,00000	103360																		
SPFB.RTS-12.18,1,10/09/18,16:17,103350.0000000,103350.0000000,103350.0000000,103350.0000000,4	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:19,103320.0000000,103320.0000000,103320.0000000,103320.0000000,1	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,16:20,103310.0000000,103390.0000000,103310.0000000,103390.0000000,6	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:21,103390.0000000,103390.0000000,103320.0000000,103320.0000000,22	103390.00000	103390,00000	103390																		
SPFB.RTS-12.18,1,10/09/18,16:22,103350.0000000,103350.0000000,103350.0000000,103350.0000000,5	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:23,103310.0000000,103350.0000000,103310.0000000,103350.0000000,28	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:24,103360.0000000,103360.0000000,103340.0000000,103350.0000000,16	103360.00000	103360,00000	103360																		
SPFB.RTS-12.18,1,10/09/18,16:25,103350.0000000,103350.0000000,103350.0000000,103350.0000000,3	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:26,103350.0000000,103370.0000000,103350.0000000,103350.0000000,22	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:27,103350.0000000,103350.0000000,103340.0000000,103340.0000000,26	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:28,103320.0000000,103340.0000000,103320.0000000,103320.0000000,52	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,16:29,103310.0000000,103330.0000000,103310.0000000,103330.0000000,26	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:30,103310.0000000,103310.0000000,103300.0000000,103300.0000000,4	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:31,103300.0000000,103300.0000000,103300.0000000,103300.0000000,125	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,16:32,103330.0000000,103330.0000000,103330.0000000,103330.0000000,1	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,16:34,103310.0000000,103340.0000000,103310.0000000,103340.0000000,6	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:35,103320.0000000,103320.0000000,103290.0000000,103290.0000000,6	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,16:36,103280.0000000,103290.0000000,103280.0000000,103290.0000000,22	103280.00000	103280,00000	103280																		
SPFB.RTS-12.18,1,10/09/18,16:37,103290.0000000,103290.0000000,103270.0000000,103270.0000000,49	103290.00000	103290,00000	103290																		
SPFB.RTS-12.18,1,10/09/18,16:39,103270.0000000,103270.0000000,103270.0000000,103270.0000000,5	103270.00000	103270,00000	103270																		
SPFB.RTS-12.18,1,10/09/18,16:40,103300.0000000,103300.0000000,103300.0000000,103300.0000000,2	103300.00000	103300,00000	103300																		
SPFB.RTS-12.18,1,10/09/18,16:41,103350.0000000,103350.0000000,103320.0000000,103320.0000000,8	103350.00000	103350,00000	103350																		
SPFB.RTS-12.18,1,10/09/18,16:42,103360.0000000,103360.0000000,103330.0000000,103330.0000000,2	103360.00000	103360,00000	103360																		
SPFB.RTS-12.18,1,10/09/18,16:44,103330.0000000,103330.0000000,103320.0000000,103320.0000000,20	103330.00000	103330,00000	103330																		
SPFB.RTS-12.18,1,10/09/18,16:45,103320.0000000,103320.0000000,103260.0000000,103300.0000000,139	103320.00000	103320,00000	103320																		
SPFB.RTS-12.18,1,10/09/18,16:46,103310.0000000,103310.0000000,103250.0000000,103250.0000000,3	103310.00000	103310,00000	103310																		
SPFB.RTS-12.18,1,10/09/18,16:48,103200.0000000,103260.0000000,103190.0000000,103260.0000000,15	103200.00000	103200,00000	103200																		
SPFB.RTS-12.18,1,10/09/18,16:50,103250.0000000,103300.0000000,103250.0000000,103300.0000000,19	103250.00000	103250,00000	103250																		
